ID ,Traffic Volume Count Location  Address,Street,Date of Count,Total Passing Vehicle Volume,Vehicle Volume By Each Direction of Traffic
755,9233 South,Commercial Ave,10/18/2006,14500,North Bound: 7500 / South Bound: 7000
1230,3393 South,Archer Ave,8/17/2006,19200,East Bound: 9400 / West Bound: 9800
703,222 North,Kedzie Ave,10/9/2006,14500,North Bound: 7500 / South Bound: 7000
1101,159 North,Halsted St,10/2/2006,20000,North Bound: 10200 / South Bound: 9800
658,3249 North,Elston Ave,9/18/2006,14800,North Bound: 7500 / South Bound: 7300
1320,7531 South,Stony Island Ave,11/1/2006,70900,North Bound: 36100 / South Bound: 34800
176,320 East,76th St,3/28/2006,8600,East Bound: 3800 / West Bound: 4800
645,2845 North,Cicero Ave,10/11/2006,44000,North Bound: 22100 / South Bound: 21900
1134,230 East,Ohio St,9/21/2006,12300,East Bound: 12300 / / Oneway East Bound 
932,3724 West,Fullerton Ave,8/17/2006,34400,East Bound: 17300 / West Bound: 17100
15,4750 South,Cottage Grove Ave,3/1/2006,14200,North Bound: 7000 / South Bound: 7200
782,6333 North,Milwaukee Ave,8/15/2006,26800,North Bound: 13300 / South Bound: 13500
88,9124 South,State St,3/8/2006,4900,North Bound: 4900 / / Oneway North Bound
198,817 East,87th Street,3/23/2006,21300,East Bound: 10800 / West Bound: 10500
1183,1941 West,Roosevelt Rd,10/19/2006,28900,East Bound: 14900 / West Bound: 14000
1051,222 West,Adams St,9/20/2006,16400,West Bound: 16400/ Oneway West Bound
1229,204 West,83rd St,10/4/2006,22700,East Bound: 12100 / West Bound: 10600
419,5850 West,Montrose Ave,10/25/2006,22700,East Bound: 11600 / West Bound: 11100
1084,415 North,Dearborn St,9/19/2006,16100,North Bound: 16100 / / Oneway North Bound 
343,1300 East,Midway Plaisance,3/28/2006,16700,East Bound: 9200 / West Bound: 7500
483,500 West,Fullerton Ave,8/16/2006,18500,East Bound: 8600 / West Bound: 9900
614,2149 South,California Ave,8/15/2006,17700,North Bound: 8800 / South Bound: 8900
640,3125 North,Kimball Ave,10/9/2006,20000,North Bound: 10300 / South Bound: 9700
1373,354 West,109th St,10/4/2006,800,West Bound: 800/ Oneway West Bound 
657,3235 North,Kedzie Ave,12/11/2006,15000,North Bound: 6900 / South Bound: 8100
165,519 West,63rd St,3/28/2006,8000,East Bound: 3900 / West Bound: 4100
536,4247 North,Western Ave,8/16/2006,40700,North Bound: 19400 / South Bound: 21300
56,10320 South,Indianapolis Ave,5/11/2006,38500,North Bound: 19200 / South Bound: 19300
944,4245 West,Lawrence Ave,8/10/2006,22600,East Bound: 11400 / West Bound: 11200
927,1751 North,Central Park Ave,11/14/2006,10300,North Bound: 4500 / South Bound: 5800
1340,340 West,Adams St,9/20/2006,14300,West Bound: 14300/ Oneway West Bound
1065,3652 West,Chicago Ave,11/14/2006,20000,East Bound: 10600 / West Bound: 9400
913,3023 West,Addison Ave,8/14/2006,29800,East Bound: 15300 / West Bound: 14500
278,410 East,55th St,4/27/2006,22800,East Bound: 6100 / West Bound: 16700
503,3116 West,Lake St,11/13/2006,5700,East Bound: 3000 / West Bound: 2700
256,507 West,35th St,4/25/2006,15900,East Bound: 6500 / West Bound: 9400
672,4050 North,Elston Ave,8/10/2006,20200,North Bound: 9300 / South Bound: 10900
487,8950 West,Lawrence Ave,8/16/2006,24600,East Bound: 12900 / West Bound: 11700
1171,2505 South,Central Park Ave,9/14/2006,10300,North Bound: 4500 / South Bound: 5800
117,5348 South,Halsted St,3/15/2006,15000,North Bound: 7700 / South Bound: 7300
1276,5215 West,Devon Ave,8/9/2006,26600,East Bound: 14000 / West Bound: 12600
395,12940 South,Torrence Ave,8/31/2006,18600,North Bound: 9400 / South Bound: 9200
599,6217 South,Ashland Ave,10/31/2006,36000,North Bound: 18300 / South Bound: 17700
1001,1768 North,Western Ave,9/28/2006,40000,North Bound: 20100 / South Bound: 19900
579,350 East,111th St,8/29/2006,12200,East Bound: 5600 / West Bound: 6600
105,7132 South,Ashland Ave,3/21/2006,35000,North Bound: 16500 / South Bound: 18500
521,2415 North,Pulaski Rd,10/5/2006,25000,North Bound: 13700 / South Bound: 11300
227,5038 South,Loomis St,3/23/2006,2000,North Bound: 1000 / South Bound: 1000
720,6221 West,Gunnison St,10/10/2006,12300,East Bound: 6400 / West Bound: 5900
1248,5921 South,Western Ave,10/31/2006,41900,North Bound: 24800 / South Bound: 17100
1049,1233 West,Adams St,10/5/2006,3800,West Bound: 3800/ Oneway West Bound 
738,6805 North,Northwest Hwy,8/15/2006,16100,North Bound: 7500 / South Bound: 8600
972,4113 North,Damen Ave,8/29/2006,12500,North Bound: 6300 / South Bound: 6200
563,4301 West,Diversey Ave,8/10/2006,18700,East Bound: 9700 / West Bound: 9000
624,2123 North,Damen Ave,10/26/2006,22100,North Bound: 12400 / South Bound: 9700
534,3515 West,Washington St,10/19/2006,10500,East Bound: 5100 / West Bound: 5400
818,4019 West,59th St,8/15/2006,20200,East Bound: 13100 / West Bound: 7100
1313,212 West,95th ST,10/18/2006,34100,East Bound: 14400 / West Bound: 19700
959,3524 North,Ashland Ave,8/29/2006,33800,North Bound: 16600 / South Bound: 17200
242,8228 South,Racine Ave,3/23/2006,11800,North Bound: 6000 / South Bound: 5800
1215,4210 West,Marquette Rd,9/28/2006,22800,East Bound: 11400 / West Bound: 11400
122,9550 South,Halsted St,3/21/2006,37900,North Bound: 20800 / South Bound: 17100
1285,10801 South,Cottage Grove Ave,10/4/2006,11600,North Bound: 5900 / South Bound: 5700
1087,3649 West,Division St,11/13/2006,29300,East Bound: 14000 / West Bound: 15300
400,120 South,Des Plaines St,10/2/2006,8800,South Bound: 8800/ Oneway South Bound
912,5749 North,Western Ave,8/16/2006,34100,North Bound: 17100 / South Bound: 17000
832,4035 West,Madison St,10/13/2006,21200,East Bound: 10200 / West Bound: 11000
1197,6247 South,Archer Ave,10/11/2006,25700,East Bound: 12900 / West Bound: 12800
1381,5900 South,Lake Shore Dr,12/18/2006,53800,North Bound: 29200 / South Bound: 24600
632,2420 North,Sacramento Ave,11/14/2006,16500,North Bound: 8500 / South Bound: 8000
1354,421 South,Wabash Ave,9/19/2006,9600,South Bound: 9600/ Oneway South Bound 
750,3506 East,95Th St,10/18/2006,14500,East Bound: 7200 / West Bound: 7300
1033,850 South,Laramie Ave,10/23/2006,18800,North Bound: 9100 / South Bound: 9700
875,5110 North,Elston Ave,8/10/2006,15900,North Bound: 7800 / South Bound: 8100
1035,5937 West,Madison St,12/13/2006,13400,East Bound: 5500 / West Bound: 7900
556,2501 West,103rd St,8/24/2006,23600,East Bound: 12100 / West Bound: 11500
349,8527 South,Burley Ave,3/28/2006,18100,North Bound: 8500 / South Bound: 9600
964,3120 North,Broadway,10/16/2006,11700,North Bound: 5100 / South Bound: 6600
807,51 East,119th St,8/29/2006,6900,East Bound: 3600 / West Bound: 3300
52,3420 South,Indiana Ave,5/2/2006,7400,North Bound: 7400 / / Oneway North Bound
333,3319 West,Harrison St,3/28/2006,2300,East Bound: 2300 / / Oneway East Bound
1146,270 North,Sacramento Ave,10/9/2006,20500,North Bound: 10500 / South Bound: 10000
32,5929 South,Damen Ave,3/9/2006,14900,North Bound: 7600 / South Bound: 7300
1017,1023 North,Western Ave,10/11/2006,36600,North Bound: 18700 / South Bound: 17900
1190,3234 West,59th St,10/24/2006,23600,East Bound: 10100 / West Bound: 13500
286,2525 South,Blue Island Ave,3/30/2006,18100,North Bound: 9200 / South Bound: 8900
181,1344 West,79th Street,3/28/2006,17300,East Bound: 9500 / West Bound: 7800
699,114 North,Hamlin Ave,10/12/2006,15500,North Bound: 8200 / South Bound: 7300
383,10250 South,Ewing Ave,10/18/2006,6800,North Bound: 4500 / South Bound: 2300
423,2851 North,Austin Ave,10/25/2006,21300,North Bound: 9100 / South Bound: 12200
209,305 West,95th Street,3/22/2006,29900,East Bound: 15600 / West Bound: 14300
69,2317 South,Michigan Ave,3/2/2006,13000,North Bound: 5800 / South Bound: 7200
135,6642 South,Western Ave,3/23/2006,39100,North Bound: 20500 / South Bound: 18600
677,4445 North,Pulaski Rd,10/5/2006,27300,North Bound: 13800 / South Bound: 13500
435,3654 West,16th St,9/14/2006,9500,East Bound: 4400 / West Bound: 5100
194,2848 East,83rd Street,3/23/2006,8300,East Bound: 4200 / West Bound: 4100
161,8930 South,Mackinaw Ave,5/4/2006,13800,North Bound: 5800 / South Bound: 8000
1344,430 South,Wacker Dr (lower),9/19/2006,32000,North Bound: 14700 / South Bound: 17300
788,700 South,Pulaski Rd,10/4/2006,23700,North Bound: 13300 / South Bound: 10400
453,105 West,Congress Pkwy,9/27/2006,76700,East Bound: 37000 / West Bound: 39700
848,5434 West,Addison Ave,8/14/2006,22900,East Bound: 11600 / West Bound: 11300
843,2324 West,Armitage Ave,8/9/2006,16800,East Bound: 9000 / West Bound: 7800
28,3460 South,Damen Ave,3/2/2006,8100,North Bound: 3800 / South Bound: 4300
1069,670 South,Clark St,9/20/2006,20400,North Bound: 9100 / South Bound: 11300
12,9379 South,Commercial Ave,3/7/2006,12700,North Bound: 6000 / South Bound: 6700
91,6629 South,Wentworth Ave,3/7/2006,7100,North Bound: 2800 / South Bound: 4300
1110,625 West,Jackson Blvd,9/28/2006,11900,East Bound: 11900 / / Oneway East Bound 
611,3026 South,California Ave,8/17/2006,23400,North Bound: 11800 / South Bound: 11600
319,1533 East,56th St,3/28/2006,13600,East Bound: 6500 / West Bound: 7100
141,10630 South,Western Ave,3/23/2006,36600,North Bound: 18500 / South Bound: 18100
72,3721 South,Michigan Ave,3/2/2006,8000,South Bound: 8000/ Oneway South Bound
984,1058 West,Lawrence Ave,10/31/2006,15800,East Bound: 8200 / West Bound: 7600
410,1117 North,Laramie Ave,10/23/2006,19500,North Bound: 10200 / South Bound: 9300
260,1430 West,43rd St,3/29/2006,4800,East Bound: 2800 / West Bound: 2000
272,40 West,51st St,4/27/2006,9400,East Bound: 4000 / West Bound: 5400
469,3980 West,111th St,8/22/2006,20200,East Bound: 9700 / West Bound: 10500
549,3105 West,Garfield Blvd,10/11/2006,24800,East Bound: 12200 / West Bound: 12600
231,7807 South,Loomis St,3/23/2006,6600,North Bound: 3000 / South Bound: 3600
716,1667 North,Wells St,10/12/2006,10700,North Bound: 4600 / South Bound: 6100
999,2160 North,Western Ave,8/31/2006,39200,North Bound: 19900 / South Bound: 19300
1289,10400 South,Michigan Ave,9/6/2006,14300,North Bound: 8100 / South Bound: 6200
1164,2434 West,Warren Blvd,10/5/2006,6000,East Bound: 6000 / / Oneway East Bound
517,1504 West,Augusta Blvd,10/18/2006,12800,East Bound: 6200 / West Bound: 6600
1309,4200 West,111th St,11/9/2006,29800,East Bound: 13300 / West Bound: 16500
822,2605 West,Armitage Ave,8/9/2006,16800,East Bound: 8400 / West Bound: 8400
301,2208 West,Marquette Rd,3/28/2006,15300,East Bound: 7700 / West Bound: 7600
416,5854 West,Division St,11/15/2006,12200,East Bound: 6400 / West Bound: 5800
968,1103 West,Bryn Mawr Ave,9/18/2006,17800,East Bound: 9900 / West Bound: 7900
897,1748 North,Laramie Ave,10/24/2006,13500,North Bound: 6800 / South Bound: 6700
734,640 North,La Salle St,9/21/2006,39000,North Bound: 21100 / South Bound: 17900
378,4929 South,Woodlawn Ave,5/2/2006,5500,North Bound: 2900 / South Bound: 2600
591,7825 South,Pulaski Rd,8/15/2006,46600,North Bound: 22700 / South Bound: 23900
576,49 South,Jefferson St,10/2/2006,9100,North Bound: 9100 / / Oneway North Bound
98,320 South,Ashland Ave,3/21/2006,29300,North Bound: 15200 / South Bound: 14100
1125,6129 South,Michigan Ave,9/20/2006,5200,South Bound: 5200/ Oneway South Bound 
771,2739 North,Pulaski Rd,11/14/2006,26500,North Bound: 12600 / South Bound: 13900
238,6240 South,Racine Ave,3/23/2006,11000,North Bound: 5300 / South Bound: 5700
1253,428 East,47th St,10/24/2006,14200,East Bound: 7100 / West Bound: 7100
862,4256 North,Central Ave,8/23/2006,24900,North Bound: 12600 / South Bound: 12300
316,125 East,24th St,3/30/2006,700,East Bound: 400 / West Bound: 300
1205,7700 South,Cicero Ave,10/30/2006,59100,North Bound: 28800 / South Bound: 30300
1222,469 West,26th St,10/19/2006,9300,East Bound: 4500 / West Bound: 4800
173,1744 East,75th St,3/28/2006,13100,East Bound: 6300 / West Bound: 6800
329,5065 South,Drexel Blvd,3/28/2006,6600,North Bound: 3400 / South Bound: 3200
1074,168 North,Clinton St,1/30/2007,6900,South Bound: 6900/ Oneway South Bound
665,3636 North,Broadway,10/16/2006,10100,North Bound: 5500 / South Bound: 4600
811,322 South,California Ave,10/10/2006,13100,North Bound: 6900 / South Bound: 6200
484,2293 North,Clybourn Ave,10/24/2006,16400,North Bound: 7800 / South Bound: 8600
344,830 East,Oakwood Blvd,3/28/2006,4900,East Bound: 3300 / West Bound: 1600
468,3455 East,112th St,10/18/2006,7700,East Bound: 4600 / West Bound: 3100
898,5439 West,Lawrence Ave,8/24/2006,20800,East Bound: 10500 / West Bound: 10300
445,4444 West,Chicago Ave,10/19/2006,21400,East Bound: 9800 / West Bound: 11600
44,7669 South,Exchange Ave,3/7/2006,8300,North Bound: 3900 / South Bound: 4400
1039,3300 West,Roosevelt Rd,10/19/2006,20300,East Bound: 9000 / West Bound: 11300
1021,3734 West,26th St,9/14/2006,18400,East Bound: 9000 / West Bound: 9400
1186,3016 West,47th St,8/10/2006,26300,East Bound: 12500 / West Bound: 13800
191,505 East,83rd Street,3/28/2006,18000,East Bound: 8200 / West Bound: 9800
901,6534 West,Montrose Ave,8/23/2006,25800,East Bound: 13000 / West Bound: 12800
290,1730 West,Cermak Rd,3/30/2006,11500,East Bound: 5300 / West Bound: 6200
168,1440 East,67th St,3/28/2006,9200,East Bound: 4500 / West Bound: 4700
1329,299 North,State St,9/26/2006,19700,North Bound: 9500 / South Bound: 10200
37,3748 South,Dr Martin Luther King Jr Dr,3/2/2006,15600,North Bound: 7300 / South Bound: 8300
65,7345 South,Dr Martin Luther King Jr Dr,5/2/2006,18900,North Bound: 9400 / South Bound: 9500
880,5313 West,Foster Ave,8/10/2006,24600,East Bound: 11600 / West Bound: 13000
439,3656 West,Washington St,10/19/2006,11800,East Bound: 5800 / West Bound: 6000
922,3945 West,Belmont Ave,12/11/2006,16600,East Bound: 8000 / West Bound: 8600
213,2097 East,95th Street,3/22/2006,32100,East Bound: 15300 / West Bound: 16800
206,1850 West,95th Street,3/28/2006,31600,East Bound: 15300 / West Bound: 16300
24,1603 South,Damen Ave,3/2/2006,18800,North Bound: 9600 / South Bound: 9200
1237,8357 South,Halsted St,10/4/2006,29000,North Bound: 15100 / South Bound: 13900
458,1828 West,Chicago Ave,11/14/2006,17400,East Bound: 9000 / West Bound: 8400
1348,421 South,La Salle St,11/8/2006,2100,South Bound: 2100/ Oneway South Bound 
852,4308 North,Austin Ave,8/23/2006,19500,North Bound: 10300 / South Bound: 9200
935,4240 West,Irving Park Rd,8/24/2006,37100,East Bound: 17500 / West Bound: 19600
302,660 West,Marquette Rd,4/27/2006,19900,East Bound: 9400 / West Bound: 10500
933,4710 West,Fullerton Ave,8/17/2006,37400,East Bound: 19700 / West Bound: 17700
405,1463 West,Montrose Ave,10/24/2006,16700,East Bound: 8100 / West Bound: 8600
648,3649 North,Cumberland Ave,11/14/2006,39400,North Bound: 19100 / South Bound: 20300
792,667 North,Sacramento Ave,10/9/2006,21400,North Bound: 11100 / South Bound: 10300
607,4637 South,California Ave,8/22/2006,20800,North Bound: 10600 / South Bound: 10200
334,2380 West,Harrison St,3/28/2006,5300,East Bound: 2400 / West Bound: 2900
234,1340 South,Racine Ave,3/22/2006,5400,North Bound: 2500 / South Bound: 2900
357,637 South,Dearborn St,9/19/2006,7800,North Bound: 7800 / / Oneway North Bound 
126,9520 South,Vincennes Ave,3/21/2006,12500,North Bound: 6300 / South Bound: 6200
265,1439 West,47th St,3/29/2006,16000,East Bound: 7800 / West Bound: 8200
268,1048 East,47th St,4/27/2006,17200,East Bound: 8800 / West Bound: 8400
7,240 East,71st St,2/28/2006,18300,East Bound: 9000 / West Bound: 9300
323,3036 East,83rd Pl,3/28/2006,1300,East Bound: 500 / West Bound: 800
148,6840 South,Stony Island Ave,3/14/2006,52500,North Bound: 24700 / South Bound: 27800
988,4900 North,Marine Dr,9/18/2006,6500,North Bound: 2600 / South Bound: 3900
863,1710 North,Central Ave,10/26/2006,20400,North Bound: 10200 / South Bound: 10200
158,9604 South,Beverly Ave,5/9/2006,20300,North Bound: 10100 / South Bound: 10200
373,2124 West,Ogden Ave,5/9/2006,22700,East Bound: 11900 / West Bound: 10800
545,210 South,Kedzie Ave,10/9/2006,15500,North Bound: 7500 / South Bound: 8000
296,120 East,Cermak Rd,5/2/2006,15800,East Bound: 6300 / West Bound: 9500
390,11867 South,Vincennes Ave,8/23/2006,7000,North Bound: 3300 / South Bound: 3700
95,4709 South,Archer Ave,3/8/2006,27800,North Bound: 13600 / South Bound: 14200
869,7729 West,Devon Ave,8/15/2006,19300,East Bound: 10000 / West Bound: 9300
219,907 East,103rd St,3/22/2006,17800,East Bound: 10200 / West Bound: 7600
474,3933 West,63rd St,8/15/2006,24000,East Bound: 12100 / West Bound: 11900
1264,4006 South,Dr Martin Luther King Jr Dr,10/16/2006,19400,North Bound: 9800 / South Bound: 9600
966,4034 North,Broadway,8/29/2006,13000,North Bound: 6200 / South Bound: 6800
513,3914 West,Division St,11/13/2006,16900,East Bound: 8000 / West Bound: 8900
827,9463 West,Higgins Rd,8/16/2006,32100,East Bound: 16600 / West Bound: 15500
1139,34 North,Pulaski Rd,10/4/2006,23500,North Bound: 12300 / South Bound: 11200
712,1231 North,Western Ave,9/1/2006,38100,North Bound: 19400 / South Bound: 18700
1113,630 North,Kedzie Ave,10/9/2006,14900,North Bound: 7400 / South Bound: 7500
434,7430 West,Talcott Ave,10/11/2006,12300,East Bound: 6500 / West Bound: 5800
1294,2924 East,130th St,8/29/2006,4200,East Bound: 2300 / West Bound: 1900
892,5842 West,Irving Park Rd,8/24/2006,35300,East Bound: 17000 / West Bound: 18300
1032,5124 West,Lake St,10/19/2006,11400,East Bound: 5600 / West Bound: 5800
680,5659 North,Northwest Hwy,8/22/2006,9900,North Bound: 4900 / South Bound: 5000
571,3815 West,Devon Ave,8/9/2006,27100,East Bound: 13600 / West Bound: 13500
1149,2035 South,State St,11/7/2006,18500,North Bound: 10900 / South Bound: 7600
747,162 North,Franklin St,11/7/2006,16800,North Bound: 16800 / / Oneway North Bound
775,4710 North,Kedzie Ave,9/18/2006,15500,North Bound: 8100 / South Bound: 7400
1257,8600 South,Burley Ave,10/18/2006,16600,North Bound: 7800 / South Bound: 8800
1026,700 South,Halsted St,10/25/2006,25300,North Bound: 11800 / South Bound: 13500
112,1918 South,Clark St,3/15/2006,14800,North Bound: 8500 / South Bound: 6300
858,5947 North,Canfield Ave,8/31/2006,16700,North Bound: 8200 / South Bound: 8500
312,1640 West,Roosevelt Rd,4/25/2006,28200,East Bound: 13900 / West Bound: 14300
954,901 West,Addison Ave,8/15/2006,16400,East Bound: 8500 / West Bound: 7900
998,3643 North,Western Ave,8/31/2006,45300,North Bound: 21600 / South Bound: 23700
450,54 West,Chicago Ave,9/19/2006,23000,East Bound: 11700 / West Bound: 11300
1182,2119 South,Pulaski Rd,9/12/2006,20200,North Bound: 10600 / South Bound: 9600
429,2531 West,51st St,1/9/2007,20200,East Bound: 10300 / West Bound: 9900
669,4065 North,Narragansett Ave,10/10/2006,26800,North Bound: 12600 / South Bound: 14200
906,4459 North,Narragansett Ave,8/22/2006,20700,North Bound: 9800 / South Bound: 10900
784,3150 South,State St,10/18/2006,21800,North Bound: 11100 / South Bound: 10700
798,4732 South,Pulaski Rd,8/15/2006,45700,North Bound: 23900 / South Bound: 21800
1336,400 West,Randolph St,9/19/2006,18500,West Bound: 18500/ Oneway West Bound 
1060,165 North,Canal St,1/24/2007,10200,North Bound: 10200 / / Oneway North Bound
502,3542 West,Lake St,11/13/2006,9400,East Bound: 3700 / West Bound: 5700
364,6400 South,Richards Dr,5/4/2006,8200,North Bound: 2900 / South Bound: 5300
1218,4201 South,Pulaski Rd,8/15/2006,56700,North Bound: 30700 / South Bound: 26000
1362,222 East,South Water Upper Ave,9/26/2006,5800,East Bound: 3300 / West Bound: 2500
1369,6441 South,Coast Guard Dr,9/20/2006,53400,North Bound: 28100 / South Bound: 25300
618,1142 South,Sacramento Ave,10/10/2006,20000,North Bound: 10400 / South Bound: 9600
1241,5632 South,Morgan St,10/11/2006,4500,North Bound: 2500 / South Bound: 2000
463,15 West,Madison St,10/3/2006,11500,West Bound: 11500/ Oneway West Bound
928,3120 West,Diversey Ave,8/10/2006,18500,East Bound: 8800 / West Bound: 9700
641,2609 North,Kimball Ave,10/9/2006,16100,North Bound: 7900 / South Bound: 8200
1096,2666 West,Grand Ave,11/13/2006,18800,East Bound: 9500 / West Bound: 9300
567,4521 North,Central Ave,8/23/2006,27600,North Bound: 13900 / South Bound: 13700
690,6082 North,Lincoln Ave,8/15/2006,35600,North Bound: 18100 / South Bound: 17500
497,1540 West,Jackson Blvd,10/5/2006,6600,East Bound: 6600 / / Oneway East Bound 
978,1434 West,Fullerton Ave,8/16/2006,24400,East Bound: 12100 / West Bound: 12300
1066,1020 West,Chicago Ave,10/18/2006,25500,East Bound: 13200 / West Bound: 12300
778,5800 North,Cicero Ave,8/8/2006,22700,North Bound: 11500 / South Bound: 11200
885,3731 North,Harlem Ave,10/25/2006,32100,North Bound: 17500 / South Bound: 14600
153,1620 West,99th Street,3/21/2006,11300,East Bound: 4200 / West Bound: 7100
61,8127 South,Jeffery Blvd,3/8/2006,13400,North Bound: 6500 / South Bound: 6900
19,6820 South,Cottage Grove Ave,2/1/2006,21700,North Bound: 10300 / South Bound: 11400
186,850 East,79th St,3/28/2006,16300,East Bound: 7300 / West Bound: 9000
224,120 West,Garfield Blvd,3/22/2006,38700,East Bound: 20200 / West Bound: 18500
918,3317 West,Belmont Ave,10/16/2006,32700,East Bound: 14500 / West Bound: 18200
84,5625 South,State St,3/7/2006,16100,North Bound: 8800 / South Bound: 7300
1055,1345 North,Ashland Ave,8/31/2006,35000,North Bound: 18200 / South Bound: 16800
77,6848 South,South Shore Dr,3/9/2006,35100,North Bound: 17900 / South Bound: 17200
1080,730 North,Damen Ave,8/16/2006,15600,North Bound: 8200 / South Bound: 7400
201,71 East,87th Street,3/28/2006,24600,East Bound: 12500 / West Bound: 12100
306,6830 South,Morgan St,3/9/2006,4200,North Bound: 1900 / South Bound: 2300
742,180 North,La Salle St,9/21/2006,22800,North Bound: 12300 / South Bound: 10500
479,2719 West,35th St,9/26/2006,11600,East Bound: 4800 / West Bound: 6800
939,5437 North,Kimball Ave,8/15/2006,13900,North Bound: 6900 / South Bound: 7000
1209,5940 South,Harlem Ave,9/12/2006,63700,North Bound: 31900 / South Bound: 31800
540,225 South,Canal St,10/3/2006,12100,North Bound: 12100/ Oneway North Bound
401,852 North,Ashland Ave,8/31/2006,34400,North Bound: 17100 / South Bound: 17300
652,3658 North,Central Ave,11/13/2006,23800,North Bound: 12300 / South Bound: 11500
108,8822 South,Ashland Ave,3/14/2006,27800,North Bound: 15200 / South Bound: 12600
131,2446 South,Western Ave,3/14/2006,25500,North Bound: 12800 / South Bound: 12700
282,1115 West,59th St,4/27/2006,16300,East Bound: 8200 / West Bound: 8100
252,217 East,31st St,4/25/2006,14000,East Bound: 6000 / West Bound: 8000
352,538 South,Clinton St,10/2/2006,7300,South Bound: 7300/ Oneway South Bound
525,740 West,Addison St,8/15/2006,12900,East Bound: 7200 / West Bound: 5700
865,3450 North,Cumberland Ave,10/25/2006,33000,North Bound: 15900 / South Bound: 17100
369,1130 South,Wabash Ave,5/2/2006,11500,North Bound: 5000 / South Bound: 6500
144,7648 South,Stony Island Ave,3/14/2006,72900,North Bound: 38900 / South Bound: 34000
507,1931 West,Lake St,10/19/2006,6900,East Bound: 3400 / West Bound: 3500
1010,220 West,Washington St,9/26/2006,14600,East Bound: 14600 / / Oneway East Bound 
386,11335 South,Michigan Ave,9/6/2006,11900,North Bound: 6300 / South Bound: 5600
99,711 South,Ashland Ave,3/21/2006,38700,North Bound: 21100 / South Bound: 17600
1005,148 North,Austin Ave,10/26/2006,31500,North Bound: 16400 / South Bound: 15100
1085,77 South,Dearborn St,9/19/2006,18500,North Bound: 18500 / / Oneway North Bound 
993,2519 North,Racine Ave,11/16/2006,11300,North Bound: 5700 / South Bound: 5600
1280,28 West,111th St,8/29/2006,12800,East Bound: 6200 / West Bound: 6600
338,1015 West,Harrison St,4/26/2006,15000,East Bound: 6700 / West Bound: 8300
706,210 North,Halsted St,10/2/2006,20300,North Bound: 9400 / South Bound: 10900
583,11027 South,Pulaski Rd,8/22/2006,32900,North Bound: 15900 / South Bound: 17000
239,6710 South,Racine Ave,3/23/2006,11300,North Bound: 5400 / South Bound: 5900
1117,37 South,La Salle St,9/21/2006,16200,North Bound: 8500 / South Bound: 7700
837,112 North,California Ave,10/9/2006,5100,North Bound: 3200 / South Bound: 1900
603,5443 South,California Ave,8/17/2006,18600,North Bound: 8800 / South Bound: 9800
685,5243 North,Broadway,8/24/2006,25000,North Bound: 12800 / South Bound: 12200
814,2600 East,122nd St,8/29/2006,4200,East Bound: 2200 / West Bound: 2000
725,6204 West,Irving Park Rd,8/24/2006,31000,East Bound: 14300 / West Bound: 16700
530,3900 West,31st St,9/14/2006,20100,East Bound: 9100 / West Bound: 11000
1176,3026 South,Homan Ave,9/14/2006,2000,North Bound: 2000 / / Oneway North Bound 
1301,9608 South,Jeffery Ave,9/6/2006,8000,North Bound: 4500 / South Bound: 3500
246,118 West,18th St,4/25/2006,3800,East Bound: 1900 / West Bound: 1900
636,2824 North,Sheffield Ave,10/4/2006,10700,North Bound: 5100 / South Bound: 5600
535,3252 West,31st St,9/14/2006,20600,East Bound: 9100 / West Bound: 11500
491,2307 West,Devon Ave,8/30/2006,22200,East Bound: 10200 / West Bound: 12000
1154,806 North,State St,9/21/2006,21100,North Bound: 9900 / South Bound: 11200
396,13200 South,Torrence Ave,11/8/2006,15100,North Bound: 7400 / South Bound: 7700
762,3121 South,Pulaski Rd,9/14/2006,29500,North Bound: 15400 / South Bound: 14100
257,256 East,35th St,3/29/2006,10200,East Bound: 4800 / West Bound: 5400
950,2032 North,Pulaski Rd,10/5/2006,21300,North Bound: 10800 / South Bound: 10500
118,6020 South,Halsted St,3/21/2006,13200,North Bound: 6900 / South Bound: 6300
1091,3454 West,Franklin St,10/19/2006,5000,East Bound: 2200 / West Bound: 2800
1045,316 West,51st St,10/19/2006,14400,East Bound: 8100 / West Bound: 6300
